"Key","Meaning1","Meaning2","Meaning3","Meaning4","user_id"
"dhurtava","धुर्तावा","craftiness","","",""
"dhulai","धुलाई","washing","","",""
"dhuva","धुवा","a washout","wipeout","",""
"duvadhar","दुवाधार","torrential","","",""
"dhusafus","धुसफुस","fretting","fuming","",""
"dhulakat","धुळकट","dusty","dust-covered","grimy",""
"dhup","धूप","incence","","",""
"dhoom thokane","धूम ठोकणे","to take one's heels","to break into a run","to bolt",""
"dhumadhadaka","धुमधडाका","a fanfare","show","display",""
"dhumadham","धूमधाम","hyrly-burly","hustle","bustle",""
"dhumra","धुम्र","smoke","","",""
"dhumrapan","धूम्रपान","smoking","","",""
"dhumravaran","धुम्रावरण","a smokescreen","","",""
"dhur","धूर","smoke","fume","smog",""
"dhurt","धूर्त","shrewd","astute","crafty",""
"dhusar","धूसर","dim","faint","vague",""
"dhul","धूळ","dust ","grime","",""
"dhuladan","धुळदाण","devastation","ruin","",""
"dhularodhak","धूळरोधक","dustproof","","",""
"dhend","धेंड","a celebrity","colossus","",""
"dhenu","धेनू","a cow","","",""
"dhairy","धैर्य","courage","patience","morale",""
"dhairyagalit","धैर्यगळीत","demoralised","","",""
"dhairyavan","धैर्यवान","brave and noble","courageous","patient",""
"dhairyahin","धैर्याहीन","demoralised","discouraged","disheartened",""
"dhoka","धोका","a danger","peril","hazard",""
"dhokadayak","धोकादायक","dangerous","hazardous","chancy",""
"dhokebaj","धोकेबाज","treacherous","deceitful","",""
"dhota","धोटा","a shuttle","","",""
"dhond","धोंड","a hurdle","stumbling block","",""
"dhonda","धोंडा","a stone","rock","boulder",""
"dhotar","धोतर","dhoti","","",""
"dhotara","धोतरा","datura","","",""
"dhoti","धोती","dhoti","","",""
"dho dho","धो धो","in torents","","",""
"dhopatmarg","धोपटमार्ग","horse sense","","",""
"dhobi","धोबी","a washerman","","",""
"dhobin","धोबीण","a washerwomen","","",""
"dhoran","धोरण","a policy","","",""
"dhorani","धोरणी","discreet","prudent","judicious",""
"dhyan","ध्यान","meditation","contemplation","concentration",""
"dhyanadharana","ध्यानधारणा","meditation","contemplation","",""
"dhyanamagna","ध्यानमग्न","lost in contemplation","","",""
"dhyanmundra","ध्यानमुद्रा","a meditative posture","","",""
"dhyanasta","ध्यानस्त","absorbed in meditation","","",""
"dhyani","ध्यानी","contemplative","","",""
"dhyas","ध्यास","yearning","obsession","",""
"dhyey","ध्येय","an aim","goal","",""
"dhyeyanishta","ध्येयनिष्ठा","single-minded","","",""
"dhyeyarahit","ध्येयरहित","aimless","purposeless","goalless",""
"dhyeyavad","ध्येयवाद","idealism","","",""
"dhyeyavadi","ध्येयवादी","idealistic","","",""
"dhrupad","ध्रुपद","a refrain","chorus","",""
"dhruv","ध्रुव","a pole","","",""
"dhruvatara","ध्रुवतारा","polestar","a lodestar","",""
"dhruvapad","ध्रुवपद","chorus","refrain","",""
"dhruvapradeshiy","ध्रुवप्रदेशीय","polar","","",""
"dhruvikaran","ध्रुवीकरण","polarisation","","",""
"dhruviy","ध्रुवीय","polar","","",""
"dhvaj","ध्वज","a flag","colours","banner",""
"dhajastanbh","ध्वजस्तंभ","a flagstaff","flagpole","",""
"dhvajaropan","ध्वजारोपण","the planting of a flag","","",""
"dhvajarohan","ध्वजारोहण","the raising of a flag","","",""
"dhvajavandan","ध्वजावंदन","saluting the flag","","",""
"dhvanigrahak","ध्वनिग्राह्क","a microphone","","",""
"dhvanit","ध्वनित","implied","implicit","indirect",""
"dhvanipradushan","ध्वनिप्रदूषण","sound pollution","","",""
"dhvanifit","ध्वनिफीत","audiotape","","",""
"dhvanimadhurya","ध्वनिमाधुर्य","melody","sweetness","",""
"dhvaniman","ध्वनिमान","volume","volume of sound","",""
"dhvanimudran","ध्वनिमुद्रण","sound recording","","",""
"dhvanirodhak","ध्वनिरोधक","soundproof","","",""
"dhvanivardhak","ध्वनिवर्धक","a loudspeaker","","",""
"dhvanishastra","ध्वनिशास्त्र","acoustics","","",""
"dhvanikshepan","ध्वनिक्षेपण","a loudspeaker","","",""
"dhvani","ध्वनी","sound","","",""
"dhvanyarth","ध्वन्यर्थ","implication","connotation","",""
"dhvans","ध्वंस","destruction","","",""
"dhvasta","ध्वस्त","destroyed","ruined","devastated",""
"nau","नऊ","nine","","",""
"nakata","नकटा","snub-nosed","","",""
"nakalanavis","नकलनवीस","a copyist","","",""
"nakalakar","नकलाकार","a mimic","","",""
"nakali","नकली","counterfeit","false ","fake",""
"nakalya","नकल्या","a mimic","","",""
"nakalat","नकळत","unwittingly","unknowingly","unintentinally",""
"nakar","नकार","a refusal","denial","negation",""
"nakaratmak","नकारात्मक","negative","","",""
"nakaradhikar","नकाराधिकार","veto","veto power","veto rights",""
"nakararthi","नकारार्थी","negative","in the negative","negatively",""
"nakasha","नकाशा","a map","design","figure",""
"nakul","नकुल","a mongoose","","",""
"nako","नको","don't","doesn't want","shouldn't",""
"nakkal","नक्कल","a copy","rip-off","imitation",""
"nakki","नक्की","certainly","surely","definitely",""
"nakkich","नक्कीच","certainly","quite certainly","of course",""
"nakra","नक्र","a crocodile","","",""
"nakrashru","नक्राश्रू","crocodile tears","","",""
"nakha","नख","the nail","talon","",""
"nakhara","नखरा","airs","afectation","grace",""
"naharel","नखरेल","coquettish","flirtatious","",""
"nakhashikant","नखशिकांत","from top to bottom","toe","from head to foot",""
"nakhi","नखी","the claw","","",""
"nag","नग","an item","article","piece",""
"naganya","नगण्य","negligible","slight","minor",""
"nagad","नगद","cash","hard cash","",""
"nagar","नगर","a town ","city","",""
"nagarparishad","नगरपरिषद","a council","town council","",""
"nagarpalika","नगरपालिका","a muncicipality","","",""
"nagarbhavan","नगरभवन","a townhall","","",""
"nagarrachana","नगररचना","town planning","","",""
"nagarvasi","नगरवासी","a citizen","townsman","",""
"nagarvikas","नगरविकास","urban development","","",""
"nagarsevak","नगरसेवक","a councillor","corporator","",""
"nagarashyaksha","नगराध्यक्ष","a mayor","","",""
"nagari","नगरी","a town","a small town","",""
"nagara","नगारा","a kettledrum","timpani","",""
"nagna","नग्न","naked","nude","",""
"nagnachakshu","नग्नचक्षु","the naked eye","","",""
"nagnatavad","नग्नतावाद","naturism","nudism","",""
"nagnavastha","नग्नावस्था","naked state","","",""
"najar","नजर","a look","vision","sight",""
"najarkaid","नजरकैद","house arrest","","",""
"najarchuk","नजरचूक","an oversight","slip","",""
"najarbandi","नजरबंदी","jugglery","magic","trickery",""
"najarana","नजराणा","a present","","",""
"najareaad","नजरेआड","out of sight","","",""
"najik","नजीक","near","nigh","at hand",""
"nat","नट","an actor","thespian","",""
"natane","नटणे","to doll oneself up","to dress up","",""
"natavane","नटवणे","to decorate","embellish","",""
"nati","नटी","an actress","thespian","",""
"natapatta","नट्टापट्टा","make-up","","",""
"nadagi","नडगी","the shin","","",""
"nanand","नणंद","sister-in-law","","",""
"natadrashta","नतद्रष्ट","mean","stingly","miserly",""
"nantar","नंतर","afterwards","later","later on",""
"nantarcha","नंतरचा","next","subsequent","",""
"nath","नथ","a nose-ring","","",""
"nathani","नथनी","a nose-ring","nose-rope","",""
"nandanavan","नंदनवन","paradise","heaven","Shangri-La",""
"nadi","नदी","a river","","",""
"nadimukh","नदीमुख","an estuary","","",""
"napunsak","नपुंसक","impotent","unmanly","cowardly",""
"napusakatva","नपुंसकत्व","impotence","impotency","",""
"napunsakaling","नपुंसकलिंग","neuter gender","","",""
"nafa","नफा","profit","gain","returns",""
"nafatota","नफातोटा","profit and loss","","",""
"nafebaj","नफेबाज","a profiteer","","",""
"namber","नंबर","a number","turn","a phone number",""
"nabh","नभ","the sky","the heavens","cloud",""
"nabhutonabhavishyati","नभूतोनभविष्यति","unheard-of","unprecedented","out of the ordinary",""
"nabhivani","नभोवाणी","radio","","",""
"namane","नमणे","to bend","to bow","",""
